id,course_code,cl_no,course_name,cl_day,cl_start,cl_end,cl_room,lecturer
644,CCSS 4009,55,Introduction to Psychology (CL05 + CT31),4,08:30,11:20,KEC THEATRE,
645,CCSS 4009,57,Introduction to Psychology (CL05 + CT33),4,08:30,11:20,KEC THEATRE,
646,CCSS 4009,57,Introduction to Psychology (CL05 + CT33),5,08:30,09:50,KEC 805,
647,CCSS 4009,58,Introduction to Psychology (CL05 + CT34),4,08:30,11:20,KEC THEATRE,
648,CCSS 4009,58,Introduction to Psychology (CL05 + CT34),5,10:00,11:20,KEC 805,
649,CCSS 4009,59,Introduction to Psychology (CL05 + CT35),2,08:30,09:50,KEC 510,
650,CCSS 4009,59,Introduction to Psychology (CL05 + CT35),4,08:30,11:20,KEC THEATRE,
651,CCSS 4009,60,Introduction to Psychology (CL05 + CT36),2,10:00,11:20,KEC 510,
652,CCSS 4009,60,Introduction to Psychology (CL05 + CT36),4,08:30,11:20,KEC THEATRE,
653,CCSS 4009,61,Introduction to Psychology (CL05 + CT37),2,10:00,11:20,KEC 504,
654,CCSS 4009,61,Introduction to Psychology (CL05 + CT37),4,08:30,11:20,KEC THEATRE,
655,CCSS 4009,62,Introduction to Psychology (CL05 + CT38),2,11:30,12:50,KEC 504,
656,CCSS 4009,62,Introduction to Psychology (CL05 + CT38),4,08:30,11:20,KEC THEATRE,
657,CCSS 4009,63,Introduction to Psychology (CL05 + CT39),1,10:00,11:20,KEC 510,
658,CCSS 4009,63,Introduction to Psychology (CL05 + CT39),4,08:30,11:20,KEC THEATRE,
659,CCSS 4009,64,Introduction to Psychology (CL05 + CT40),1,08:30,09:50,KEC 510,
660,CCSS 4009,64,Introduction to Psychology (CL05 + CT40),4,08:30,11:20,KEC THEATRE,
661,CCSS 4009,65,Introduction to Psychology (CL05 + CT41),4,08:30,11:20,KEC THEATRE,
662,CCSS 4009,65,Introduction to Psychology (CL05 + CT41),5,10:00,11:20,KEC 506,
663,CCSS 4009,66,Introduction to Psychology (CL05 + CT42),4,08:30,11:20,KEC THEATRE,
664,CCSS 4009,66,Introduction to Psychology (CL05 + CT42),5,08:30,09:50,KEC 506,
665,CCSS 4009,67,Introduction to Psychology (CL05 + CT43),4,08:30,11:20,KEC THEATRE,
666,CCSS 4009,67,Introduction to Psychology (CL05 + CT43),4,10:00,12:50,KEC THEATRE,
667,CCSS 4009,69,Introduction to Psychology (CL06 + CT25),3,11:30,15:50,KEC 510,
668,CCSS 4009,69,Introduction to Psychology (CL06 + CT25),3,14:30,17:20,KEC THEATRE,
669,CCSS 4009,70,Introduction to Psychology (CL06 + CT26),3,13:00,15:50,KEC 510,
670,CCSS 4009,70,Introduction to Psychology (CL06 + CT26),3,14:30,17:20,KEC THEATRE,
671,CCSS 4009,71,Introduction to Psychology (CL06 + CT27),3,14:30,17:20,KEC THEATRE,
672,CCSS 4009,71,Introduction to Psychology (CL06 + CT27),5,13:00,14:20,KEC 504,
673,CCSS 4009,72,Introduction to Psychology (CL06 + CT28),3,14:30,17:20,KEC THEATRE,
674,CCSS 4009,72,Introduction to Psychology (CL06 + CT28),5,14:30,15:50,KEC 504,
675,CCSS 4009,73,Introduction to Psychology (CL06 + CT29),3,14:30,17:20,KEC THEATRE,
676,CCSS 4009,73,Introduction to Psychology (CL06 + CT29),4,10:00,11:20,KEC 906,
677,CCSS 4009,74,Introduction to Psychology (CL06 + CT30),2,16:00,17:20,KEC 605,
678,CCSS 4009,74,Introduction to Psychology (CL06 + CT30),3,14:30,17:20,KEC THEATRE,
679,CCSS 4009,76,Introduction to Psychology (CL06 + CT32),3,14:30,17:20,KEC THEATRE,
680,CCSS 4009,76,Introduction to Psychology (CL06 + CT32),4,08:30,09:50,KEC 906,
681,CCSS 4009,77,Introduction to Psychology (CL06 + CT33),3,14:30,17:20,KEC THEATRE,
682,CCSS 4009,77,Introduction to Psychology (CL06 + CT33),5,08:30,09:50,KEC 805,
683,CCSS 4009,78,Introduction to Psychology (CL06 + CT34),3,14:30,17:20,KEC THEATRE,
684,CCSS 4009,78,Introduction to Psychology (CL06 + CT34),5,10:00,11:20,KEC 805,
685,CCSS 4009,79,Introduction to Psychology (CL06 + CT35),2,08:30,09:50,KEC 510,
686,CCSS 4009,79,Introduction to Psychology (CL06 + CT35),3,14:30,17:20,KEC THEATRE,
687,CCSS 4009,80,Introduction to Psychology (CL06 + CT36),2,10:00,11:20,KEC 510,
688,CCSS 4009,80,Introduction to Psychology (CL06 + CT36),3,14:30,17:20,KEC THEATRE,
689,CCSS 4009,81,Introduction to Psychology (CL06 + CT37),2,10:00,11:20,KEC 504,
690,CCSS 4009,81,Introduction to Psychology (CL06 + CT37),3,14:30,17:20,KEC THEATRE,
691,CCSS 4009,82,Introduction to Psychology (CL06 + CT38),2,11:30,12:50,KEC 504,
692,CCSS 4009,82,Introduction to Psychology (CL06 + CT38),3,14:30,17:20,KEC THEATRE,
693,CCSS 4009,83,Introduction to Psychology (CL06 + CT39),1,10:00,11:20,KEC 510,
694,CCSS 4009,83,Introduction to Psychology (CL06 + CT39),3,14:30,17:20,KEC THEATRE,
695,CCSS 4009,84,Introduction to Psychology (CL06 + CT40),1,08:30,09:50,KEC 510,
696,CCSS 4009,84,Introduction to Psychology (CL06 + CT40),3,14:30,17:20,KEC THEATRE,
697,CCSS 4009,85,Introduction to Psychology (CL06 + CT41),3,14:30,17:20,KEC THEATRE,
698,CCSS 4009,85,Introduction to Psychology (CL06 + CT41),5,10:00,11:20,KEC 506,
699,CCSS 4009,86,Introduction to Psychology (CL06 + CT42),3,14:30,17:20,KEC THEATRE,
700,CCSS 4009,86,Introduction to Psychology (CL06 + CT42),5,08:30,09:50,KEC 506,
701,CCSS 4009,87,Introduction to Psychology (CL06 + CT43),3,14:30,17:20,KEC THEATRE,
702,CCSS 4009,87,Introduction to Psychology (CL06 + CT43),4,11:30,12:50,KEC 606,
703,CCSS 4009,88,Introduction to Psychology (CL06 + CT44),3,14:30,17:20,KEC THEATRE,
704,CCSS 4009,88,Introduction to Psychology (CL06 + CT44),4,10:00,11:20,KEC 606,
705,CCSS 4009,89,Introduction to Psychology (CL07 + CT45),3,13:00,14:20,CIT 801,
706,CCSS 4009,89,Introduction to Psychology (CL07 + CT45),4,14:30,17:20,CIT 1006,
707,CCSS 4009,90,Introduction to Psychology (CL07 + CT46),3,11:30,12:50,CIT 801,
708,CCSS 4009,90,Introduction to Psychology (CL07 + CT46),4,14:30,17:20,CIT 1006,
709,CCSS 4009,91,Introduction to Psychology (CL07 + CT47),2,11:30,12:50,CIT 801,
710,CCSS 4009,91,Introduction to Psychology (CL07 + CT47),4,14:30,17:20,CIT 1006,
711,CCSS 4009,92,Introduction to Psychology (CL07 + CT48),2,10:00,11:20,CIT 801,
712,CCSS 4009,92,Introduction to Psychology (CL07 + CT48),4,14:30,17:20,CIT 1006,
713,CCSS 4010,01,Introduction to Criminology,2,08:30,11:20,KEC 709,
714,CCSS 4010,02,Introduction to Criminology,1,14:30,17:20,KEC 609,
715,CCSS 4011,01,Global Governance and International Organizations,1,13:00,15:50,KEC 602,
716,CCSS 4012,01,Introduction to Chinese Politics,3,13:00,15:50,KEC 504,
717,CCSS 4015,01,Sociology of Health,1,11:30,14:20,KEC 506,
718,CCSS 4015,02,Sociology of Health,5,08:30,11:20,KEC 509,
719,CCSS 4015,03,Sociology of Health,1,10:00,12:50,KEC 504,
720,CCSS 4015,04,Sociology of Health,3,08:30,11:20,KEC 510,
721,CCSS 4018,12,Sociology of Social Problems (CL02 + CT12),1,13:00,15:50,KEC THEATRE,
722,CCSS 4018,12,Sociology of Social Problems (CL02 + CT12),5,13:00,14:20,KEC 506,
723,CCSS 4018,13,Sociology of Social Problems (CL02 + CT13),1,13:00,15:50,KEC THEATRE,
724,CCSS 4018,13,Sociology of Social Problems (CL02 + CT13),5,16:00,17:20,KEC 504,
725,CCSS 4018,14,Sociology of Social Problems (CL02 + CT14),1,13:00,15:50,KEC THEATRE,
726,CCSS 4018,14,Sociology of Social Problems (CL02 + CT14),4,11:30,12:50,KEC 602,
727,CCSS 4018,15,Sociology of Social Problems (CL02 + CT15),1,13:00,15:50,KEC THEATRE,
728,CCSS 4018,15,Sociology of Social Problems (CL02 + CT15),4,08:30,09:50,KEC 501,
729,CCSS 4018,16,Sociology of Social Problems (CL02 + CT16),1,13:00,15:50,KEC THEATRE,
730,CCSS 4018,16,Sociology of Social Problems (CL02 + CT16),5,11:30,12:50,KEC 506,
731,CCSS 4018,17,Sociology of Social Problems (CL02 + CT17),1,13:00,15:50,KEC THEATRE,
732,CCSS 4018,17,Sociology of Social Problems (CL02 + CT17),3,16:00,17:20,KEC 506,
733,CCSS 4018,18,Sociology of Social Problems (CL02 + CT18),1,13:00,15:50,KEC THEATRE,
734,CCSS 4018,18,Sociology of Social Problems (CL02 + CT18),4,16:00,17:20,KEC 504,
735,CCSS 4018,19,Sociology of Social Problems (CL02 + CT19),1,13:00,15:50,KEC THEATRE,
736,CCSS 4018,19,Sociology of Social Problems (CL02 + CT19),4,14:30,15:50,KEC 504,
737,CCSS 4019,03,Social Policy and Administration,2,13:00,15:50,KEC 508,
738,CCSS 4020,13,Social Sciences Research Methods (CL03 + CT07),3,14:30,15:50,KEC 509,
739,CCSS 4020,13,Social Sciences Research Methods (CL03 + CT07),5,16:00,17:20,KEC 603,
740,CCSS 4020,14,Social Sciences Research Methods (CL03 + CT08),3,16:00,17:20,KEC 509,
741,CCSS 4020,14,Social Sciences Research Methods (CL03 + CT08),5,16:00,17:20,KEC 603,
742,CCSS 4020,15,Social Sciences Research Methods (CL03 + CT09),4,11:30,12:50,KEC 504,
743,CCSS 4020,15,Social Sciences Research Methods (CL03 + CT09),5,16:00,17:20,KEC 603,
744,CCSS 4020,16,Social Sciences Research Methods (CL03 + CT10),4,13:00,14:20,KEC 504,
745,CCSS 4020,16,Social Sciences Research Methods (CL03 + CT10),5,16:00,17:20,KEC 603,
746,CCSS 4024,01,Introduction to Counseling,1,13:00,15:50,KEC 709,
747,CCSS 4024,02,Introduction to Counseling,1,08:30,11:20,KEC 508,
748,CCSS 4024,03,Introduction to Counseling,5,13:00,15:50,KEC 508,
749,CCSS 4025,02,Contemporary Social Work and Social Welfware,3,08:30,11:20,KEC 709,
750,CCSS 4026,01,Behavioural Sciences,1,08:30,16:30,KEC 704,
751,CCSS 4026,02,Behavioural Sciences,1,10:30,16:30,KEC 704,
752,CCSS 4030,01,Human Behaviour and Social Environment,4,13:00,15:50,KEC 510,
753,CCSS 4030,02,Human Behaviour and Social Environment,4,08:30,11:20,KEC 504,
754,CCSS 4033,01,Social Institutions and Everyday Life,1,08:30,11:20,KEC 506,
755,CCSS 4033,02,Social Institutions and Everyday Life,3,10:00,12:50,CIT 1008,
756,CCST 3004,05,The Science of Everyday Life,1,08:30,11:20,KEC 509,
757,CCST 4009,11,Energy and Environment,2,10:00,11:20,KEC 509,
758,CCST 4009,11,Energy and Environment,3,10:00,11:20,KEC 503,
759,CCST 4009,12,Energy and Environment,2,14:30,15:50,KEC 602,
760,CCST 4009,12,Energy and Environment,5,16:00,17:20,KEC 510,
761,CCST 4009,13,Energy and Environment,2,11:30,12:50,KEC 509,
762,CCST 4009,13,Energy and Environment,5,14:30,15:50,KEC 510,
763,CCST 4009,14,Energy and Environment,1,13:00,14:20,KEC 501,
764,CCST 4009,14,Energy and Environment,3,10:00,11:20,KEC 509,
765,CCST 4009,15,Energy and Environment,4,14:30,15:50,KEC 509,
766,CCST 4009,15,Energy and Environment,5,14:30,15:50,KEC 509,
767,CCST 4009,16,Energy and Environment,3,13:00,14:20,KEC 501,
768,CCST 4009,16,Energy and Environment,4,13:00,14:20,KEC 509,
769,CCST 4009,17,Energy and Environment,3,11:30,12:50,KEC 509,
770,CCST 4009,17,Energy and Environment,5,16:00,17:20,KEC 509,
771,CCST 4009,18,Energy and Environment,4,16:00,17:20,CIT 1007,
772,CCST 4009,18,Energy and Environment,5,08:30,09:50,CIT 1007,
773,CCST 4009,19,Energy and Environment,4,13:00,14:20,CIT 1007,
774,CCST 4009,19,Energy and Environment,5,14:30,15:50,CIT 1007,
775,CCST 4009,20,Energy and Environment,4,08:30,09:50,CIT 806,
776,CCST 4009,20,Energy and Environment,5,13:00,14:20,CIT 1007,
777,CCST 4009,21,Energy and Environment,2,11:30,12:50,CIT 1008,
778,CCST 4009,21,Energy and Environment,4,13:00,14:20,CIT 1008,
779,CCST 4009,22,Energy and Environment,1,08:30,09:50,CIT 1007,
780,CCST 4009,22,Energy and Environment,4,08:30,09:50,CIT 1008,
781,CCST 4010,03,Food and Nutrition Basics,1,16:00,17:20,KEC 903,
782,CCST 4010,03,Food and Nutrition Basics,4,16:00,17:20,KEC 903,
783,CCST 4010,04,Food and Nutrition Basics,1,10:00,11:20,KEC 903,
784,CCST 4010,04,Food and Nutrition Basics,2,08:30,09:50,KEC 903,
785,CCST 4011,02,Biodiversity and Genetics,4,11:30,12:50,KEC 903,
786,CCST 4011,02,Biodiversity and Genetics,5,08:30,09:50,KEC 904,
787,CCST 4013,01,Introductory Organic Chemistry,2,08:30,09:50,KEC 601,
788,CCST 4013,01,Introductory Organic Chemistry,5,10:00,12:50,KEC 608,
789,CCST 4013,01,Introductory Organic Chemistry,6,08:30,11:20,LAB ,
790,CCST 4013,01,Introductory Organic Chemistry,6,10:00,12:50,LAB ,
791,CCST 4013,02,Introductory Organic Chemistry,3,08:30,11:20,KEC 704,
792,CCST 4013,02,Introductory Organic Chemistry,4,08:30,09:50,KEC 609,
793,CCST 4013,02,Introductory Organic Chemistry,6,08:30,11:20,LAB ,
794,CCST 4013,02,Introductory Organic Chemistry,6,10:00,12:50,LAB ,
795,CCST 4013,03,Introductory Organic Chemistry,1,08:30,11:20,KEC 609,
796,CCST 4013,03,Introductory Organic Chemistry,2,11:30,12:50,KEC 609,
797,CCST 4013,03,Introductory Organic Chemistry,6,08:30,11:20,LAB ,
798,CCST 4013,03,Introductory Organic Chemistry,6,10:00,12:50,LAB ,
799,CCST 4013,04,Introductory Organic Chemistry,4,11:30,12:50,KEC 601,
800,CCST 4013,04,Introductory Organic Chemistry,5,10:00,12:50,KEC 601,
801,CCST 4013,04,Introductory Organic Chemistry,6,08:30,11:20,LAB ,
802,CCST 4013,04,Introductory Organic Chemistry,6,10:00,12:50,LAB ,
803,CCST 4013,05,Introductory Organic Chemistry,1,10:00,12:50,KEC 601,
804,CCST 4013,05,Introductory Organic Chemistry,3,11:30,12:50,KEC 503,
805,CCST 4013,05,Introductory Organic Chemistry,6,08:30,11:20,LAB ,
806,CCST 4013,05,Introductory Organic Chemistry,6,10:00,12:50,LAB ,
807,CCST 4015,01,"Fundamentals of Thermodynamics, Waves and Electromagnetism (CL01 + CT01)",2,08:30,11:20,KEC 503,
808,CCST 4015,01,"Fundamentals of Thermodynamics, Waves and Electromagnetism (CL01 + CT01)",5,08:30,09:50,KEC 501,
809,CCST 4015,02,"Fundamentals of Thermodynamics, Waves and Electromagnetism (CL01 + CT02)",2,08:30,11:20,KEC 503,
810,CCST 4015,02,"Fundamentals of Thermodynamics, Waves and Electromagnetism (CL01 + CT02)",3,08:30,09:50,KEC 509,
811,CCST 4015,03,"Fundamentals of Thermodynamics, Waves and Electromagnetism (CL01 + CT03)",2,08:30,11:20,KEC 503,
812,CCST 4015,03,"Fundamentals of Thermodynamics, Waves and Electromagnetism (CL01 + CT03)",5,08:30,09:50,KEC 501,
813,CCST 4015,04,"Fundamentals of Thermodynamics, Waves and Electromagnetism (CL01 + CT04)",2,08:30,11:20,KEC 503,
814,CCST 4015,04,"Fundamentals of Thermodynamics, Waves and Electromagnetism (CL01 + CT04)",3,08:30,09:50,KEC 509,
815,CCST 4016,09,Food and the Body,3,16:00,17:20,KEC 602,
816,CCST 4016,09,Food and the Body,4,13:00,14:20,KEC 506,
817,CCST 4016,10,Food and the Body,1,14:30,15:50,KEC 506,
818,CCST 4016,10,Food and the Body,4,10:00,11:20,KEC 510,
819,CCST 4016,11,Food and the Body,3,08:30,09:50,KEC 501,
820,CCST 4016,11,Food and the Body,4,14:30,15:50,KEC 506,
821,CCST 4016,12,Food and the Body,2,13:00,14:20,KEC 602,
822,CCST 4016,12,Food and the Body,3,11:30,12:50,KEC 506,
823,CCST 4016,13,Food and the Body,2,11:30,12:50,KEC 602,
824,CCST 4016,13,Food and the Body,3,16:00,17:20,KEC 605,
825,CCST 4016,14,Food and the Body,4,11:30,12:50,KEC 510,
826,CCST 4016,14,Food and the Body,5,13:00,14:20,KEC 501,
827,CCST 4016,15,Food and the Body,1,10:00,11:20,CIT 1007,
828,CCST 4016,15,Food and the Body,3,14:30,15:50,CIT 806,
829,CCST 4016,16,Food and the Body,2,11:30,12:50,CIT 1007,
830,CCST 4016,16,Food and the Body,3,16:00,17:20,CIT 806,
831,CCST 4017,04,Molecular Biology and Biochemistry,5,14:30,17:20,KEC 506,
832,CCST 4017,05,Molecular Biology and Biochemistry,4,08:30,11:20,KEC 509,
833,CCST 4017,06,Molecular Biology and Biochemistry,3,11:30,14:20,KEC 805,
834,CCST 4018,03,Cell Biology and Physiology,2,11:30,12:50,KEC 903,
835,CCST 4018,03,Cell Biology and Physiology,3,16:00,17:20,KEC 903,
836,CCST 4023,02,From Molecules to Cells,1,12:30,13:30,HKU ROOM,
837,CCST 4023,02,From Molecules to Cells,4,12:30,13:30,HKU ROOM,
838,CCST 4023,02,From Molecules to Cells,5,12:30,13:30,HKU ROOM,
839,CCST 4027,01,Pharmacology,1,11:30,12:50,KEC 609,
840,CCST 4027,01,Pharmacology,5,10:00,12:50,KEC 609,
841,CCST 4028,01,Nursing Care of the Adult,2,08:30,11:20,KEC 609,
842,CCST 4028,01,Nursing Care of the Adult,3,08:30,12:30,KEC 301,
843,CCST 4028,02,Nursing Care of the Adult,2,08:30,11:20,KEC 609,
844,CCST 4028,02,Nursing Care of the Adult,3,13:30,17:30,KEC 301,
845,CCST 4028,03,Nursing Care of the Adult,2,13:00,15:50,KEC 609,
846,CCST 4028,03,Nursing Care of the Adult,5,08:30,12:30,KEC 301,
847,CCST 4028,04,Nursing Care of the Adult,2,13:00,15:50,KEC 609,
848,CCST 4028,04,Nursing Care of the Adult,5,13:30,17:30,KEC 301,
849,CCST 4029,02,Inorganic Chemistry I,2,14:30,18:30,HKU LAB,
850,CCST 4029,02,Inorganic Chemistry I,4,10:30,12:30,HKU ROOM,
851,CCST 4030,02,Analytical Chemistry I,1,09:30,11:30,HKU ROOM,
852,CCST 4030,02,Analytical Chemistry I,5,14:30,18:30,HKU LAB,
853,CCST 4031,02,Introductory Physical Chemistry,1,15:30,17:30,HKU ROOM,
854,CCST 4031,02,Introductory Physical Chemistry,4,15:30,16:30,HKU ROOM,
855,CCST 4035,01,Fluid/Solid Interactions in Earth Processes,2,16:30,18:30,HKU ROOM,
856,CCST 4035,01,Fluid/Solid Interactions in Earth Processes,5,11:30,13:30,HKU ROOM,
857,CCST 4039,02,Organic Chemistry I,2,10:30,12:30,HKU ROOM,
858,CCST 4039,02,Organic Chemistry I,5,11:30,12:30,HKU ROOM,
859,CCST 4040,01,Introductory Electricity and Magnetism,2,15:30,16:30,HKU ROOM,
860,CCST 4040,01,Introductory Electricity and Magnetism,5,15:30,17:30,HKU ROOM,
861,CCST 4044,01,Planetary Geology,3,10:30,12:30,HKU ROOM,
862,CCST 4044,01,Planetary Geology,5,13:30,15:30,HKU ROOM,
863,CCST 4047,01,Fundamentals of Human Body Structure and Function,4,10:00,11:20,KEC 506,
864,CCST 4047,01,Fundamentals of Human Body Structure and Function,5,14:30,17:20,KEC 805,
865,CCST 4047,02,Fundamentals of Human Body Structure and Function,1,08:30,11:20,KEC 805,
866,CCST 4047,02,Fundamentals of Human Body Structure and Function,4,08:30,09:50,KEC 506,
867,CCST 4047,03,Fundamentals of Human Body Structure and Function,1,16:00,17:20,KEC 502,
868,CCST 4047,03,Fundamentals of Human Body Structure and Function,2,08:30,11:20,KEC 506,
869,CCST 4048,01,Introduction to Human Diseases: Pathology and Pathophysiology,1,14:30,15:50,KEC 502,
870,CCST 4048,01,Introduction to Human Diseases: Pathology and Pathophysiology,2,13:00,15:50,KEC 601,
871,CCST 4050,01,Clinical Microbiology and Communicable Diseases,5,08:30,13:00,KEC 903,
872,CCST 4051,01,Fundamentals of Pharmacology,3,08:30,11:20,KEC 506,
873,CCST 4053,03,Clinical Nursing Care I,2,13:30,18:30,KEC 801,
874,CCST 4053,03,Clinical Nursing Care I,4,08:30,12:30,KEC 301,
875,CCST 4053,04,Clinical Nursing Care I,2,13:30,18:30,KEC 801,
876,CCST 4053,04,Clinical Nursing Care I,4,13:30,17:30,KEC 301,
877,CCST 4060,01,Evolutionary Diversity,2,08:30,15:50,HKU ROOM,
878,CCST 4060,01,Evolutionary Diversity,2,14:30,17:20,HKU LAB,
879,CCST 4060,01,Evolutionary Diversity,4,08:30,09:30,HKU ROOM,
880,CCST 4062,01,Methods in Physics II,1,09:30,11:30,HKU ROOM,
881,CCST 4062,01,Methods in Physics II,4,09:30,10:30,HKU ROOM,
882,CCST 4064,01,Elementary Statistical Methods,1,15:30,17:30,HKU ROOM,
883,CCST 4064,01,Elementary Statistical Methods,4,15:30,16:30,HKU ROOM,
884,CCST 4065,02,Blue Planet,1,12:30,14:30,HKU ROOM,
885,CCST 4065,02,Blue Planet,2,13:30,15:30,HKU ROOM,
886,CCST 4074,02,Probability and Statistics I,1,08:30,09:30,HKU ROOM,
887,CCST 4074,02,Probability and Statistics I,3,08:30,10:30,HKU ROOM,
888,CCST 4077,01,Health Assessment,1,08:30,12:30,KEC 301,
889,CCST 4077,01,Health Assessment,4,08:30,11:20,KEC 502,
890,CCST 4077,02,Health Assessment,1,13:30,17:30,KEC 301,
891,CCST 4077,02,Health Assessment,4,08:30,11:20,KEC 502,
892,CCST 4077,03,Health Assessment,2,08:30,12:30,KEC 301,
893,CCST 4077,03,Health Assessment,4,13:00,15:50,KEC 502,
894,CCST 4077,04,Health Assessment,2,13:30,17:30,KEC 301,
895,CCST 4077,04,Health Assessment,4,13:00,15:50,KEC 502,
896,CCST 4081,03,Modern Developments in Biotechnology,4,13:00,15:50,KEC 805,
897,CCST 4081,04,Modern Developments in Biotechnology,2,08:30,11:20,KEC 602,
898,CCST 4081,05,Modern Developments in Biotechnology,1,13:00,15:50,KEC 805,
899,CCST 4082,01,Biomedical Science,2,10:00,11:20,KEC 502,
900,CCST 4082,01,Biomedical Science,4,13:00,15:50,KEC 709,
901,CCST 4082,02,Biomedical Science,3,14:30,17:20,KEC 508,
902,CCST 4082,02,Biomedical Science,5,13:00,14:20,KEC 807,
903,CCST 4082,03,Biomedical Science,1,08:30,09:50,KEC 807,
904,CCST 4082,03,Biomedical Science,5,08:30,11:20,KEC 807,
905,CCST 4085,01,Biostatistics,1,14:30,17:20,HKU ROOM,
906,CCST 4086,02,Nature of Universe,2,13:30,15:30,HKU ROOM,
907,CCST 4086,02,Nature of Universe,5,14:30,15:30,HKU ROOM,
908,CCST 4087,01,Environmental Life Science,2,13:30,14:30,HKU ROOM,
909,CCST 4087,01,Environmental Life Science,4,13:30,14:30,HKU ROOM,
910,CCST 4088,01,Demographic and Socio-Economic Statistics,1,09:30,11:30,HKU ROOM,
911,CCST 4088,01,Demographic and Socio-Economic Statistics,4,09:30,10:30,HKU ROOM,
912,CCST 4091,03,Biological Sciences Laboratory Course,3,10:30,17:30,HKU ROOM,
913,CCST 4091,05,Biological Sciences Laboratory Course,3,10:30,12:30,HKU ROOM,
914,CCST 4091,05,Biological Sciences Laboratory Course,5,13:30,17:30,HKU LAB,
915,CCST 4095,01,Introduction to Climate Science,1,15:30,17:30,HKU ROOM,
916,CCST 4095,01,Introduction to Climate Science,5,15:30,17:30,HKU ROOM,
917,CCST 4096,01,Problem Solving in Physics,2,15:30,16:30,HKU ROOM,
918,CCST 4096,01,Problem Solving in Physics,5,15:30,17:30,HKU ROOM,
919,CCST 4098,02,Introductory Mechanics,1,15:30,17:30,HKU ROOM,
920,CCST 4098,02,Introductory Mechanics,4,15:30,16:30,HKU ROOM,
921,CCST 4099,03,University Mathematics II,2,12:30,13:30,HKU ROOM,
922,CCST 4099,03,University Mathematics II,5,12:30,14:30,HKU ROOM,
923,CCST 4100,02,Statistics: Ideas and Concepts,1,14:30,15:30,HKU ROOM,
924,CCST 4100,02,Statistics: Ideas and Concepts,4,13:30,15:30,HKU ROOM,
925,CCST 4101,03,General Chemistry I,2,11:30,12:30,HKU ROOM,
926,CCST 4101,03,General Chemistry I,3,09:30,12:30,HKU LAB,
927,CCST 4101,03,General Chemistry I,5,11:30,12:30,HKU ROOM,
928,CCST 4102,01,Primary Health Care and Health Promotion,2,09:00,14:20,KEC 704,
929,CCST 4102,01,Primary Health Care and Health Promotion,2,13:00,15:50,KEC 705,
930,CCST 4102,02,Primary Health Care and Health Promotion,2,09:00,14:20,KEC 704,
931,CCST 4102,02,Primary Health Care and Health Promotion,2,13:00,15:50,KEC 705,
932,CCST 4104,03,Clinical Nursing Care II,4,13:30,17:30,KEC 801,
933,CCST 4104,03,Clinical Nursing Care II,5,08:30,12:30,TBC ,
934,CCST 4104,04,Clinical Nursing Care II,4,13:30,17:30,KEC 801,
935,CCST 4104,04,Clinical Nursing Care II,5,13:30,17:30,TBC ,
936,CCST 4106,01,Specialty Nursing II,2,13:00,14:20,KEC 604,
937,CCST 4106,01,Specialty Nursing II,4,09:00,12:00,KEC 807,
938,CCST 4106,02,Specialty Nursing II,2,13:00,14:20,KEC 604,
939,CCST 4106,02,Specialty Nursing II,4,09:00,12:00,KEC 807,
940,CCST 4108,01,Professional Nursing,3,09:00,15:00,KEC 807,
941,CCST 4108,02,Professional Nursing,3,09:00,15:00,KEC 807,
942,CCST 4110,02,Multivariable Calculus and Linear Algebra,2,12:30,13:30,HKU ROOM,
943,CCST 4110,02,Multivariable Calculus and Linear Algebra,5,12:30,14:30,HKU ROOM,
944,CCST 4111,02,General Chemistry II,1,15:30,17:30,HKU ROOM,
945,CCST 4111,02,General Chemistry II,4,15:30,16:30,HKU ROOM,
946,CCST 4113,01,Nursing Practicum II,4,08:30,17:30,TBC ,
947,CCST 4114,01,Geological Heritage of Hong Kong,1,09:30,11:30,HKU ROOM,
948,CCST 4114,01,Geological Heritage of Hong Kong,6,09:30,17:30,HKU ROOM,
949,CCTL 4002,01,Comparative Study of Chinese and English,3,08:30,11:20,KEC 805,
950,CCTL 4003,01,Introduction to Interpretation: Cantonese/English,1,10:00,12:50,IEC 801,
951,CCTL 4003,02,Introduction to Interpretation: Cantonese/English,3,13:00,15:50,IEC 801,
952,CCTL 4004,01,Practical Translation I (Business and Commercial; Financial),5,11:30,14:20,KEC 805,
953,CCTL 4005,01,Conference Interpreting: Cantonese/English,3,08:30,11:20,IEC 801,
